sdate,stime,sdatetime,station,grow_area,openclosed,wdir,tide,class,category,temp,sal,year,doy,month,precip,avgt,maxt,precip_d1,precip_d2,log1precip,log1precip_d1,log1precip_d2,log1precip_2,log1precip_3,gm_open,gm_relay,p90_open,p90_relay,all_lvls,p90_lvls,gm_lvls,pct_1000,pct_500,pct_100,pct_l_1000,pct_l_500,pct_l_100
2017-07-24,15:22:00,2017-07-24T15:22:00Z,WL103.00,WL,O,CL,E,A,A,12,30,2017,205,Jul,6.1,16.2,18.9,0,0,1.9600947840472698,0,0,0,1.9600947840472698,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.7754099,4.3076277,7.8367958,4.4727607,6.8865705,14.9438543
2017-06-13,15:49:00,2017-06-13T15:49:00Z,WL103.00,WL,O,CL,HE,A,A,20,28,2017,164,Jun,0,27.5,32.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.7754099,4.3076277,7.8367958,4.4727607,6.8865705,14.9438543
2017-04-05,08:22:00,2017-04-05T08:22:00Z,WL103.00,WL,O,CL,E,A,A,5,28,2017,95,Apr,0.3,2.8,6.1,18.3,0,0.26236426446749106,2.9601050959108397,0,2.9601050959108397,2.975529566236472,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.7754099,4.3076277,7.8367958,4.4727607,6.8865705,14.9438543
2016-10-05,16:11:00,2016-10-05T16:11:00Z,WL103.00,WL,O,W,E,A,A,15,32,2016,279,Oct,0,10,17.2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.7754099,4.3076277,7.8367958,4.4727607,6.8865705,14.9438543
2016-08-08,15:55:00,2016-08-08T15:55:00Z,WL103.00,WL,O,NW,H,A,A,22,30,2016,221,Aug,0,22.7,30.6,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.7754099,4.3076277,7.8367958,4.4727607,6.8865705,14.9438543
2016-06-27,14:28:00,2016-06-27T14:28:00Z,WL103.00,WL,O,S,F,A,A,17,30,2016,179,Jun,0.3,20.2,27.8,0,0,0.26236426446749106,0,0,0,0.26236426446749106,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.7754099,4.3076277,7.8367958,4.4727607,6.8865705,14.9438543
2016-05-11,13:31:00,2016-05-11T13:31:00Z,WL103.00,WL,O,N,F,A,A,12,26,2016,132,May,0,13.7,22.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.7754099,4.3076277,7.8367958,4.4727607,6.8865705,14.9438543
2016-04-04,12:49:00,2016-04-04T12:49:00Z,WL103.00,WL,O,CL,E,A,A,2,24,2016,95,Apr,1.5,-5.5,-3.8,0.5,1.3,0.9162907318741551,0.4054651081081644,0.832909122935104,1.0296194171811583,1.4586150226995167,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.7754099,4.3076277,7.8367958,4.4727607,6.8865705,14.9438543
2016-03-15,13:09:00,2016-03-15T13:09:00Z,WL103.00,WL,O,E,F,A,A,5,28,2016,75,Mar,20.8,4.1,5.6,0.8,0,3.0819099697950434,0.5877866649021191,0,0.5877866649021191,3.1179499062782403,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.7754099,4.3076277,7.8367958,4.4727607,6.8865705,14.9438543
2015-12-10,10:11:00,2015-12-10T10:11:00Z,WL103.00,WL,O,E,H,A,A,6,30,2015,344,Dec,0.3,8,11.7,0,0,0.26236426446749106,0,0,0,0.26236426446749106,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.7754099,4.3076277,7.8367958,4.4727607,6.8865705,14.9438543
2015-09-16,13:57:00,2015-09-16T13:57:00Z,WL103.00,WL,O,SW,H,A,A,17,30,2015,259,Sep,0,21.4,29.4,0,0.8,0,0,0.5877866649021191,0.5877866649021191,0.5877866649021191,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.7754099,4.3076277,7.8367958,4.4727607,6.8865705,14.9438543
2015-07-22,17:23:00,2015-07-22T17:23:00Z,WL103.00,WL,O,E,HE,A,A,19,30,2015,203,Jul,0,20.4,27.8,0.3,0,0,0.26236426446749106,0,0.26236426446749106,0.26236426446749106,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.7754099,4.3076277,7.8367958,4.4727607,6.8865705,14.9438543
2015-06-08,17:13:00,2015-06-08T17:13:00Z,WL103.00,WL,O,W,HE,A,A,10,28,2015,159,Jun,0,14.1,18.3,0,0.8,0,0,0.5877866649021191,0.5877866649021191,0.5877866649021191,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.7754099,4.3076277,7.8367958,4.4727607,6.8865705,14.9438543
2015-04-27,10:30:00,2015-04-27T10:30:00Z,WL103.00,WL,O,NW,E,A,A,8,26,2015,117,Apr,2,10.4,14.4,0,0,1.0986122886681098,0,0,0,1.0986122886681098,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.7754099,4.3076277,7.8367958,4.4727607,6.8865705,14.9438543
2015-02-25,16:19:00,2015-02-25T16:19:00Z,WL103.00,WL,O,NE,H,A,A,-1,32,2015,56,Feb,2.3,-5.9,1.1,0,0,1.1939224684724346,0,0,0,1.1939224684724346,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.7754099,4.3076277,7.8367958,4.4727607,6.8865705,14.9438543
2019-08-26,10:25:00,2019-08-26T10:25:00Z,WL102.00,WL,O,NA,E,A,A,18,31,2019,238,Aug,0,15.7,22.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2019-08-05,14:40:00,2019-08-05T14:40:00Z,WL102.00,WL,O,NA,HF,A,A,19,32,2019,217,Aug,0,19.4,25.6,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2019-07-24,18:35:00,2019-07-24T18:35:00Z,WL102.00,WL,O,NA,E,A,A,23,31,2019,205,Jul,0,20.7,26.1,5.6,14.7,0,1.8870696490323797,2.7536607123542622,3.058707072715379,3.058707072715379,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2019-06-12,10:26:00,2019-06-12T10:26:00Z,WL102.00,WL,O,NA,E,A,A,16,25,2019,163,Jun,0,16.7,22.8,24.6,0,0,3.242592351485517,0,3.242592351485517,3.242592351485517,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2019-05-13,17:10:00,2019-05-13T17:10:00Z,WL102.00,WL,O,NA,F,A,A,10,30,2019,133,May,4.1,8.7,12.2,0,0,1.62924053973028,0,0,0,1.62924053973028,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2019-04-02,12:05:00,2019-04-02T12:05:00Z,WL102.00,WL,O,NA,E,A,A,4,30,2019,92,Apr,0,1.9,7.2,0,6.4,0,0,2.0014800002101243,2.0014800002101243,2.0014800002101243,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2018-08-20,09:00:00,2018-08-20T09:00:00Z,WL102.00,WL,O,CL,E,A,A,18,29,2018,232,Aug,0,19.2,22.8,0,2.5,0,0,1.252762968495368,1.252762968495368,1.252762968495368,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2018-08-01,17:27:00,2018-08-01T17:27:00Z,WL102.00,WL,O,CL,E,A,A,17,34,2018,213,Aug,20.8,21.5,26.1,0,0,3.0819099697950434,0,0,0,3.0819099697950434,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2018-06-18,16:27:00,2018-06-18T16:27:00Z,WL102.00,WL,O,E,HE,A,A,15,33,2018,169,Jun,27.7,19.9,32.8,0,0,3.3568971227655755,0,0,0,3.3568971227655755,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2018-05-08,18:20:00,2018-05-08T18:20:00Z,WL102.00,WL,O,CL,H,A,A,13,25,2018,128,May,0,10.1,16.7,0,1.3,0,0,0.832909122935104,0.832909122935104,0.832909122935104,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2018-04-24,09:30:00,2018-04-24T09:30:00Z,WL102.00,WL,O,S,E,A,A,8,25,2018,114,Apr,0,9.6,17.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2018-04-09,09:15:00,2018-04-09T09:15:00Z,WL102.00,WL,O,NW,E,A,A,3,29,2018,99,Apr,0,0.9,6.1,0,1.5,0,0,0.9162907318741551,0.9162907318741551,0.9162907318741551,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2017-12-18,13:20:00,2017-12-18T13:20:00Z,WL102.00,WL,O,S,E,A,A,1,30,2017,352,Dec,6.4,-8.8,-3.2,0,0,2.0014800002101243,0,0,0,2.0014800002101243,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2017-12-06,11:36:00,2017-12-06T11:36:00Z,WL102.00,WL,O,W,HF,A,A,4,30,2017,340,Dec,7.9,8.6,12.2,8.4,0,2.186051276738094,2.2407096892759584,0,2.2407096892759584,2.8507065015037334,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2017-08-22,12:25:00,2017-08-22T12:25:00Z,WL102.00,WL,O,CL,H,A,A,18,33,2017,234,Aug,9.1,22.3,27.8,0,0,2.3125354238472138,0,0,0,2.3125354238472138,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2017-07-24,15:13:00,2017-07-24T15:13:00Z,WL102.00,WL,O,CL,E,A,A,12,30,2017,205,Jul,6.1,16.2,18.9,0,0,1.9600947840472698,0,0,0,1.9600947840472698,FALSE,TRUE,TRUE,TRUE,gm_relay,p90open,gmrelay,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2017-06-13,15:39:00,2017-06-13T15:39:00Z,WL102.00,WL,O,CL,HE,A,A,20,28,2017,164,Jun,0,27.5,32.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2017-04-05,08:27:00,2017-04-05T08:27:00Z,WL102.00,WL,O,CL,E,A,A,5,24,2017,95,Apr,0.3,2.8,6.1,18.3,0,0.26236426446749106,2.9601050959108397,0,2.9601050959108397,2.975529566236472,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2016-10-05,15:58:00,2016-10-05T15:58:00Z,WL102.00,WL,O,W,E,A,A,15,32,2016,279,Oct,0,10,17.2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2016-08-08,15:43:00,2016-08-08T15:43:00Z,WL102.00,WL,O,NW,H,A,A,25,30,2016,221,Aug,0,22.7,30.6,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2016-06-27,14:35:00,2016-06-27T14:35:00Z,WL102.00,WL,O,S,F,A,A,19,30,2016,179,Jun,0.3,20.2,27.8,0,0,0.26236426446749106,0,0,0,0.26236426446749106,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2016-05-31,10:30:00,2016-05-31T10:30:00Z,WL102.00,WL,O,CL,E,A,A,17,30,2016,152,May,0,22.7,30.6,2.3,0,0,1.1939224684724346,0,1.1939224684724346,1.1939224684724346,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2016-05-11,13:26:00,2016-05-11T13:26:00Z,WL102.00,WL,O,N,F,A,A,11,31,2016,132,May,0,13.7,22.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2016-03-15,14:10:00,2016-03-15T14:10:00Z,WL102.00,WL,O,E,F,A,A,5,30,2016,75,Mar,20.8,4.1,5.6,0.8,0,3.0819099697950434,0.5877866649021191,0,0.5877866649021191,3.1179499062782403,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2015-12-10,10:02:00,2015-12-10T10:02:00Z,WL102.00,WL,O,E,H,A,A,7,30,2015,344,Dec,0.3,8,11.7,0,0,0.26236426446749106,0,0,0,0.26236426446749106,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2015-09-16,13:50:00,2015-09-16T13:50:00Z,WL102.00,WL,O,CL,H,A,A,18,30,2015,259,Sep,0,21.4,29.4,0,0.8,0,0,0.5877866649021191,0.5877866649021191,0.5877866649021191,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2015-07-22,17:16:00,2015-07-22T17:16:00Z,WL102.00,WL,O,E,HE,A,A,21,29,2015,203,Jul,0,20.4,27.8,0.3,0,0,0.26236426446749106,0,0.26236426446749106,0.26236426446749106,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2015-06-08,17:06:00,2015-06-08T17:06:00Z,WL102.00,WL,O,W,HE,A,A,10,28,2015,159,Jun,0,14.1,18.3,0,0.8,0,0,0.5877866649021191,0.5877866649021191,0.5877866649021191,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2015-05-18,12:15:00,2015-05-18T12:15:00Z,WL102.00,WL,O,SE,H,A,A,14,30,2015,138,May,0,11.8,16.1,0.8,0,0,0.5877866649021191,0,0.5877866649021191,0.5877866649021191,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2015-04-27,10:21:00,2015-04-27T10:21:00Z,WL102.00,WL,O,NW,E,A,A,8,24,2015,117,Apr,2,10.4,14.4,0,0,1.0986122886681098,0,0,0,1.0986122886681098,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.5819409,6.702466,1.7443397,4.3971376,11.6070776,31.3142853
2019-08-26,10:17:00,2019-08-26T10:17:00Z,WL101.80,WL,O,NA,E,A,A,18,31,2019,238,Aug,0,15.7,22.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2019-08-05,14:28:00,2019-08-05T14:28:00Z,WL101.80,WL,O,NA,HF,A,A,21,32,2019,217,Aug,0,19.4,25.6,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2019-07-24,18:25:00,2019-07-24T18:25:00Z,WL101.80,WL,O,NA,HE,A,A,25,31,2019,205,Jul,0,20.7,26.1,5.6,14.7,0,1.8870696490323797,2.7536607123542622,3.058707072715379,3.058707072715379,FALSE,TRUE,TRUE,TRUE,gm_relay,p90open,gmrelay,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2019-06-12,10:22:00,2019-06-12T10:22:00Z,WL101.80,WL,O,NA,E,A,A,16,25,2019,163,Jun,0,16.7,22.8,24.6,0,0,3.242592351485517,0,3.242592351485517,3.242592351485517,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2019-05-13,17:06:00,2019-05-13T17:06:00Z,WL101.80,WL,O,NA,F,A,A,10,30,2019,133,May,4.1,8.7,12.2,0,0,1.62924053973028,0,0,0,1.62924053973028,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2019-04-02,11:55:00,2019-04-02T11:55:00Z,WL101.80,WL,O,NA,E,A,A,3,28,2019,92,Apr,0,1.9,7.2,0,6.4,0,0,2.0014800002101243,2.0014800002101243,2.0014800002101243,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2018-08-20,08:40:00,2018-08-20T08:40:00Z,WL101.80,WL,O,CL,HE,A,A,18,30,2018,232,Aug,0,19.2,22.8,0,2.5,0,0,1.252762968495368,1.252762968495368,1.252762968495368,FALSE,TRUE,TRUE,TRUE,gm_relay,p90open,gmrelay,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2018-08-01,17:19:00,2018-08-01T17:19:00Z,WL101.80,WL,O,SE,E,A,A,17,34,2018,213,Aug,20.8,21.5,26.1,0,0,3.0819099697950434,0,0,0,3.0819099697950434,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2018-06-18,16:17:00,2018-06-18T16:17:00Z,WL101.80,WL,O,E,HE,A,A,15,32,2018,169,Jun,27.7,19.9,32.8,0,0,3.3568971227655755,0,0,0,3.3568971227655755,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2018-05-08,18:08:00,2018-05-08T18:08:00Z,WL101.80,WL,O,SW,H,A,A,13,25,2018,128,May,0,10.1,16.7,0,1.3,0,0,0.832909122935104,0.832909122935104,0.832909122935104,FALSE,TRUE,TRUE,TRUE,gm_relay,p90open,gmrelay,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2018-04-24,09:25:00,2018-04-24T09:25:00Z,WL101.80,WL,O,CL,E,A,A,7,25,2018,114,Apr,0,9.6,17.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2018-04-09,09:13:00,2018-04-09T09:13:00Z,WL101.80,WL,O,NW,E,A,A,3,29,2018,99,Apr,0,0.9,6.1,0,1.5,0,0,0.9162907318741551,0.9162907318741551,0.9162907318741551,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2017-12-18,13:10:00,2017-12-18T13:10:00Z,WL101.80,WL,O,S,E,A,A,0,30,2017,352,Dec,6.4,-8.8,-3.2,0,0,2.0014800002101243,0,0,0,2.0014800002101243,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2017-12-06,11:25:00,2017-12-06T11:25:00Z,WL101.80,WL,O,W,HF,A,A,6,30,2017,340,Dec,7.9,8.6,12.2,8.4,0,2.186051276738094,2.2407096892759584,0,2.2407096892759584,2.8507065015037334,FALSE,TRUE,TRUE,TRUE,gm_relay,p90open,gmrelay,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2017-08-22,12:20:00,2017-08-22T12:20:00Z,WL101.80,WL,O,SW,H,A,A,18,33,2017,234,Aug,9.1,22.3,27.8,0,0,2.3125354238472138,0,0,0,2.3125354238472138,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2017-07-24,15:03:00,2017-07-24T15:03:00Z,WL101.80,WL,O,CL,E,A,A,12,30,2017,205,Jul,6.1,16.2,18.9,0,0,1.9600947840472698,0,0,0,1.9600947840472698,FALSE,TRUE,TRUE,TRUE,gm_relay,p90open,gmrelay,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2017-06-13,15:37:00,2017-06-13T15:37:00Z,WL101.80,WL,O,CL,HE,A,A,20,26,2017,164,Jun,0,27.5,32.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2017-04-05,08:34:00,2017-04-05T08:34:00Z,WL101.80,WL,O,CL,E,A,A,5,28,2017,95,Apr,0.3,2.8,6.1,18.3,0,0.26236426446749106,2.9601050959108397,0,2.9601050959108397,2.975529566236472,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2016-10-05,15:46:00,2016-10-05T15:46:00Z,WL101.80,WL,O,W,HE,A,A,15,32,2016,279,Oct,0,10,17.2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2016-08-08,15:36:00,2016-08-08T15:36:00Z,WL101.80,WL,O,NW,H,A,A,24,30,2016,221,Aug,0,22.7,30.6,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
2016-06-27,14:41:00,2016-06-27T14:41:00Z,WL101.80,WL,O,S,F,A,A,18,30,2016,179,Jun,0.3,20.2,27.8,0,0,0.26236426446749106,0,0,0,0.26236426446749106,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.1535306,6.4313931,5.672287,5.0513568,8.7375889,12.1638222
